Food,Protein,Fat,Carb,Fiber,Calories
Cheese sauce - homemade (Recipe in Std Meals),14.14,30.58,2.93,0.063,343.5
Cajun Seasoning - Penzeys,14.14,12.89,29.09,0,288.9
Paprika (spice),14.14,12.89,19.09,34.9,248.9
Blueberry Muffins - Recipe in Standard Snack,14.15,47.2,9,8.7,517.4
Boars Head lower sodium bologna,14.2,23.1,0,0,264.7
Chocolate_ Bakers Unsweetened Squares,14.21,55.5,14.28,0,613.5
Cheese_ Feta,14.21,21.28,4.09,0,264.7
Keto Chocolate Almond Meal Bar - Keto To Go,14.24,68.86,6.98,9.3,704.6
Chocolate (bar) 100% Organic - Dagoba,14.28,53.57,7.14,17.68,567.8
Chocolate_ Hershey's Unswtnd Baking Bar,14.28,53.5,14.28,0,595.7
Cacao Nibs - Navitas Naturals,14.28,42.85,3.57,0,457
Sausage_ Premium Pork-roll_cooked- JimmyDean,14.28,28.57,1.78,0,321.4
Coconut flour_ organic Hi Fiber-Bob's Red Mill,14.28,14.28,21.43,35.7,271.4
GV bob's red mill coconut flour,14.28,14.28,57.12,0,414.1
Heinz Strained Lamb w/Broth - Agneau et boul.,14.28,13.26,0.4,0,178.1
Heinz Strained Beef w/ Broth-Boeuf et bouillon,14.28,12.2,4.08,0,183.2
Multi Grain Cereal Organic (dry) - Happy Bellies,14.28,7.14,50,14.28,321.4
Gogi berries - dried_ no sugar added,14.28,0,64.2,10.71,313.9
Happy Baby organic yogis,14.28,0,71.4,0,342.7
Macadamia Nut Butter - Dastony,14.29,71.43,7.14,7.14,728.6
Lily's Dark Chocolate Covered Peanuts,14.29,46.43,17.86,17.86,546.5
Lily's Milk Chocolate Covered Peanuts,14.29,42.9,21.43,21.43,529
Lily's Milk Chocolate Covered Almonds,14.29,39.29,25,17.85,510.8
Cheese_ goat - crumbled,14.29,21.43,3.57,0,264.3
Hot dog_ uncured no nitrates-Pederson's,14.29,20.4,2.04,0,248.9
Coconut flour - Let's do Organic - Edward&Sons,14.29,14.29,28.57,35.7,300
Curry powder,14.29,14.01,2.63,53.2,193.8
Gerber Graduates Yogurt Melts - All Flavors,14.29,4,69.13,2.3,369.7
Formula: Elecare Jr_ powder - Abbott,14.3,23.8,49.3,0,468.6
Carb Balance Fajita Flour Tortilla Mission,14.3,7.14,10.7,32.2,164.3
Carb Balance Fajita Whole Wheat Tortilla Mission,14.3,7.14,7.14,35.71,150
Carb Balance Flour Tortilla - Mission,14.3,7.14,10.7,32.14,164.3
Nuts_ Brazilnuts,14.32,67.1,4.24,7.5,678.1
Beef_ raw ground 70% lean,14.35,30,0,0,327.4
Formula:KetoCal 4:1 powder - Nutricia,14.4,69.2,2.9,5.3,692
Formula:KetoCal 4:1 powder CANADIAN,14.4,69.2,2.9,5.3,692
Granola - Homemade (see Standard Meal/Snack),14.44,58.25,5.15,12.54,602.6
Almond Crackers (recipe in Snacks),14.45,68.15,6.46,7.1,697
Buttercream Frosting 3:1 (recipe in Snacks),14.46,46.45,0.85,0,479.3
Formula:KetoVolve 4:1 Powder-NutrevolutionMetagene,14.5,70.18,2.5,0,699.6
Flax Bread (recipe in Standard Snacks),14.5,41.25,3.5,8.38,443.3
Formula: Elecare Infant_ powder - Abbott,14.5,23.6,51,0,474.4
Garlic & Herb Seasoning Blend - Mrs Dash,14.5,0.6,59.8,0,302.6
English Muffin_ Toasted Onion- Mikey's,14.51,20.97,4.84,4.84,266.1
English Muffin_ Original - Mikey's,14.52,20.97,3.23,4.84,259.7
English Muffin_ Cinnamon Raisin-Mikey's,14.52,19.35,8.06,4.84,264.5
Jones All Natural Pork Dinner Sausages,14.6,34.14,2.43,0,375.4
Sous Vide Egg Bites_ Bacon Gruyere - Starbucks,14.67,16.92,6.92,0,238.6
Sausage_ Nat.SmokedUncuredPork-O.Mayer,14.75,24.59,0.82,0,283.6
Bread - Sprouted WholeGrain-Ezekiel,14.76,1.47,35.3,8.82,213.5
Hot Dog_ Beef natural uncured-Applegate,14.89,19.15,0.41,0,233.5
Hot Dog_ Beef organic uncured-Applegate,14.9,19.15,0.41,0,233.6
Octopus (common) - raw,14.9,1.04,2.2,0,77.8
Hazelnut Meal/Flour - finely ground- Bob's Red Mil,14.95,60.75,7,0,634.5
Cream_ powder - Hoosier Hill Farm,15,66.7,16.7,0,727.1
Broccoli Florets CrispyCrunch - TraderJoes,15,50,12.5,17.5,560
Innol Ketocrackers,15,35,25,10,475
keto nut crackers-innofoods,15,35,25,10,475
Sausage_ Usinger Porkies - cooked,15,25,5,0,305
Cheese_ Camembert - Mazal,15,22.5,2.5,0,272.5
Bratwurst_ Johnsonville Original-cooked,15,22,2,0,266
"Pizza_ Pepperoni Cauli Crust 10""- RealGood",15,18.34,11.67,2.5,271.7
Cereal_ Power Os Original - LoveGrown,15,2.5,57.5,12.5,312.5
IV Amino acid 15% - FresniusKabi,15,0,0,0,60
Nuts_ Hazelnuts (filberts)_ roasted,15.03,62.4,8.2,9.4,654.5
Keto Cocoa Powder Key Nutrients,15.03,45.1,7.518,15,496.1
Fish - Atlantic Cod - raw,15.14,0.57,0,0,65.7
Chicken Nuggets 3:1recipe in Std Meals-KetoCusine,15.15,52.66,2.37,0,544
Sausage_ Chicken & Apple_ patties - Applegate,15.15,12.12,6.06,0,193.9
Chicken skin - roasted,15.19,35.15,0.7,0,379.9
Nuts_ Walnuts - English,15.23,65.21,7.01,6.7,675.8
Fish_ Flounder - cooked,15.24,2.37,0,0,82.3
Fish_ Sole - cooked,15.24,2.37,0,0,82.3
Sausage_ Chicken & Sage Bfst - Applegate,15.25,13.56,1.7,0,189.8
Sausage_ Chicken&Apple Bfst Org-Applegate,15.25,11.86,5.08,0,188.1
Pork Belly_ cooked - TraderJoes,15.29,24.71,0,0,283.5
Sausage_ Sweet Italian chic.turkey - Applegate,15.29,10.59,1.18,0,161.2
Nuts_ Cashew_ dry roasted - salted,15.31,46.35,29.69,3,597.1
GV bob's redmill flax seed meal,15.38,34.6,23.07,0,465.2
Formula:KetoCal powder 3:1 - Nutricia,15.4,68.6,7.2,0,707.8
Beech Nut - Stage 1 Beef + Beef Broth,15.49,1.41,0,0,74.7
Sausage_ Bavarian Smokie_ Orig - YoursNaturally,15.56,20,0.56,0,244.5
Shellfish - squid (mixed species) - raw,15.58,1.38,3.08,0,87.1
Cookies: Biscotto naturale- LeGamberi,15.6,36,0.8,22,389.6
Perdue Dino Nuggets,15.6,11.7,15.6,0,230.1
Beef Patty - McDonalds - plain (no bun),15.63,13.4,0,0,183.1
Cauliflower Sandwich Thins - Outer Aisle,15.63,10.94,6.25,1.56,186
Cheese_ Kraft DeliDeluxe Amer(Pro3Fat6Carb<1),15.7,31.5,4.7,0,365.1
Beef_ raw ground 75% lean,15.76,25,0,0,288
Hot dog_ Beef_ uncured Org.Grassfed-T.Joes,15.79,17.54,1.754,0,228
Trader Joes GF cauliflower pizza,15.82,13.56,23.73,3.39,280.2
Egg Yolk - raw,15.86,26.54,3.59,0,316.7
BeneCalorie 44mL/pkt - Nestle,15.9,75,0,0,738.6
Tortillas - Guiltless,15.9,25,2.27,13.6,297.7
Bouillon_ Wylers Instant-Beef/Chick granules,15.97,8.9,18,0,216
Sausage links_ Hormel,16,44,0,0,460
Crackers_ Oregon Fiesta-BettyLou's,16,40,24,12,520
Crackers_ Oregon Italian-BettyLou's,16,40,24,12,520
Crackers_ Oregon Salt&Pepper-BettyLou's,16,40,24,12,520
Formula: Neocate JR unfld powder - Nutricia,16,24,49.5,0,478
Chicken Spread_ Underwood,16,18.33,3.33,0,242.3
Kielbasa_ Boarshead,16,17.8,0,0,224.2
Hickory Farms Beef Stick,16.02,28.48,1.78,0,327.5
Pancetta Bacon,16.02,25,0,0,289.1
Sausage_ Bob Evans Orig Pork Patties - cooked,16.07,21.42,0.98,0,261
Joesph's low carb pita bread with flax,16.2,5.4,21.6,0,199.8
Pita Bread Joseph's Flax Oat Bran & WW Flour,16.2,5.4,10.8,0,156.6
Bread - Paleo Coconut UNDER REVIEW-JulBakery,16.27,6.98,2.33,11.63,137.2
Bread - Paleo Almond - JulianBakery,16.28,6.98,2.33,11.63,137.3
Cheese_ Velveeta (Kraft),16.3,22,9.8,0,302.4
Heinz Strained Chicken w/ Broth-Poulet et boul.,16.3,6.122,3.06,0,132.5
Pinwheel cookies (Rugelach) Standard Snack,16.32,31.81,4.12,3.02,368.1
Fish_ Haddock - raw,16.32,0.45,0,0,69.3
Chicken McNuggets_ McDonald's,16.4,14.5,16.4,0,261.7
Meat loaf (Recipe in Standard Meals),16.46,22.91,0.009,0.001,272.1
Chia seeds - whole,16.54,30.74,7.72,34.4,373.7
Garlic powder,16.55,0.73,63.73,9,327.7
Cookies_ Macaroon Keto (recipe in Standard Snacks),16.6,0,1.66,0,73
Protein: Liquid Protein Fortifier - Abbott,16.66,0,0,0,66.6
Crispbread_ gluten-free - TraderJoes,16.67,37.5,12.5,12.5,454.2
Cocoa_ 100% unsweetened-Ghirardelli,16.7,25,16.7,33.33,358.6
happy munchies rice cakes,16.7,0,83.5,0,400.8
Lamb_ shoulder - raw,16.79,20.9,0,0,255.3
Bratwurst_ Boars Head,16.8,22.12,0.44,0,268
Scallops_ raw (weigh raw then cook),16.82,0.71,2.35,0,83.1
GV gound lamb Cedar Springs,16.9,20.1,0,0,248.5
Chicken liver - raw,16.92,4.83,0.73,0,114.1
Seaweed Gomasio - Eden Organics,16.96,50,11.74,0,564.8
Beef_ ground chuck - raw,16.96,20.4,0,0,251.4
Bread - Flatbread Light Original - Flatout,16.98,2.83,26.42,15.1,199.1
Egg Yolk - cooked,17,30,3.84,0,353.4
Cookies: Sunflwer Seed Surp Cookies-See Snacks,17.07,46.47,4.64,3.78,505.1
Sausage_ Pork Mexican Chorizo-cooked,17.07,25.65,2.45,1.22,308.9
Sausage_ Johnsonville Ital All Nat Mild cooked,17.07,25.61,3.66,0,313.4
Sausage_ Johnsonville Ital Four Cheese,17.07,25.61,3.66,0,313.4
Gingerbread Cookies (recipe in Standard Snacks),17.11,51.21,8.31,0,562.6
Beef_ raw ground 80% lean,17.17,20,0,0,248.7
Bread - Almond homemade (Recipe in Snacks),17.22,36.5,5.44,3.93,419.1
Seeds - Sesame - dried,17.3,49.67,11.65,11.8,562.8
"Pizza_ Pepperoni Cauli Crust 7"" - Realgood",17.31,17.31,3.85,3.21,240.4
Ham_ Smoked WaterAdded97%FF-OscMayer,17.6,2.63,0.88,0,97.6
Shellfish_ small shrimp (canned) Chic of the Sea,17.6,0.88,1.76,0,85.4
Seaweed Snack Rsted (regular & wasabi)Trader Js,17.7,1.92,4.42,17.7,105.8
Fish - Pacific Cod - raw,17.71,0.48,0,0,75.2
Power bars (recipe in Standard Snacks),17.8,65.7,3.16,0,675.1
Pepperoni_ Hormel Original - giant or regular,17.8,46.4,0.96,0,492.6
black forest_branded delux _low sodium BH Ham,17.8,1.8,3.5,0,101.4
Cumin seeds (spice),17.81,22.27,33.74,10.5,406.6
Seeds - Cumin,17.81,22.27,33.74,10.5,406.6
Shellfish_ Crabmeat_ blue - cooked,17.84,0.74,0,0,78
Sunflower Seed Butter_ sprouted - Dastony,17.85,39.29,14.29,10.71,482.2
Mr Tortilla Crunchy chips,17.85,35.7,10.71,0,435.5
Kale Chips_ Kool Ranch - Rythm Superfoods,17.85,32.14,10.71,10.71,403.5
Cacao Powder - Sunfood,17.85,32.14,17.85,0,432.1
Cheese_ Brie Claudel,17.85,28.5,0,0,327.9
Cheese_ Mozzarella Fresh Sncking - 365 Wh Fds,17.85,17.85,1.75,0,239.1
Cheese_ Feta -Veg Trad Greek R.365 Wh Foods,17.85,14.28,3.57,0,214.2
Ham_ Rosemary - Boar's Head,17.85,4.46,3.57,0,125.8
Ham_ Natural Choice_ smoked - Hormel,17.85,2.67,1.78,0,102.6
Lily's Dark Chocolate Covered Almonds,17.86,46.43,14.29,17.86,546.5
Oopsie Rolls w/ Splenda (recipe in Standard Snack),17.86,29.31,3.076,0,347.5
Fish_ Tuna_ Chunk Light - StarKist/oil - drained,17.86,7.14,0,0,135.7
Bacon_ uncured_ no sugar_ cooked-Pederson's,17.86,5.36,0,0,119.7
Turkey Breast_NaturalMesqSmoked-OscMayer,17.86,1.79,0.89,0,91.1
American Land O Lakes Cheese,17.9,32.1,3.6,0,374.9
Old WI Premium Summer Sausage,17.9,25,0,3.6,296.6
Cheese_ Goat_ organic-WholeFoods,17.9,17.9,3.6,0,247.1
Braunschweiger Liver Sausage Thousand Hills,17.9,5.4,3.6,0,134.6
Boars Head sweet slice smoked ham,17.9,4.2,1.2,0,114.2
Egg white wraps - Egglife,17.9,0,0.9,0,75.2
Shellfish_ squid (mixed species) - cooked_ fried,17.94,7.48,7.79,0,170.2
Oopsie Rolls (recipe in Standard Snack),17.98,29.51,2.748,0,348.5
Seeds - Poppy,17.99,41.56,8.63,19.5,480.5
Pork sausage patties - Smithfield (IHOP),18,38.2,2,0,423.8
Summer Sausage_Johnsonville Original,18,26.7,1.8,0,319.5
Corned beef,18.17,18.98,0.47,0,245.4
Sausage_ Johnsonville Orig.Bkfst -cooked,18.18,23.64,3.64,0,300
Bacon_ uncured Applewood_cooked - Pederson's,18.18,18.18,4.5,0,254.3
Chicken breast_ oven roast - Applegate Nat.,18.18,1.82,0.91,0,92.7
Shady Brrok farm turkey sausage,18.2,9.63,2.14,0,168
Nuts_ Cashews raw,18.22,43.85,26.89,3.3,575.1
Fish_ Salmon_ chinook - smoked (lox),18.28,4.32,0,0,112
Flaxseed - whole,18.29,42.16,1.58,27.3,458.9
Flaxseed Meal - whole ground,18.29,42.16,1.58,27.3,458.9
Shellfish_ Oysters_ smoked - Brunswick,18.46,12.31,10.8,0,227.8
Fish Catfish_ wild_ cooked- dry heat,18.47,2.85,0,0,99.5
Bread - Unbuns (recipe in Standard Snack),18.49,21.9,6.96,0,298.9
Kirkland Signature Ham,18.5,1.8,0,0,90.2
Fish_ Mahi-mahi (dolphinfish) - cooked,18.5,0.7,0,0,80.3
"Pizza_ Chicken Crust Supreme 7"" - RealGood",18.52,11.85,2.96,0,192.6
Pepperidge Farm Carb style Bread,18.52,5.56,29.63,0,242.6
Fish_ Halibut_ Atlantic or Pacific - raw,18.56,1.33,0,0,86.2
Fish_ Salmon - Pink (foil pack) Chic of the Sea,18.57,2.85,0,0,99.9
Beef_ raw ground 85% lean,18.59,15,0,0,209.4
Sausage_ Pork Breakfast NatClassic-Applegate,18.6,23.72,1.69,0,294.6
Chicken_ broilers or fryers_ meat & skin - cooked,18.6,15.06,0,0,209.9
Sausage_ Breakfast Classic Pork - Applegate,18.64,23.73,1.7,0,294.9
Fish_ Catfish - cooked (farmed),18.72,8.02,0,0,147.1
Fish - Pacific Cod - cooked,18.73,0.5,0,0,79.4
Almond Butter - Justin's Classic,18.75,59.38,6.25,9.375,634.4
NuttZo Crunchy Power Fuel - NuttZo-Jagrma,18.75,46.87,15.62,9.375,559.3
Flaxseed_ Golden (organic) - NOW Foods,18.75,42.85,1.6,27.3,467
Bread - AlmondFlourMix DISCONTINUED S.Mills,18.8,27.27,27.27,13.63,429.7
Fish_ Tuna_ Chunk Light - StarKist/water - drained,18.8,1.17,0,0,85.7
Salami_ Margherita,18.86,34,4,0,397.4
Fish_ Bass (freshwater) - raw,18.86,3.69,0,0,108.7
Bread - Damascus Bakeries_ Flax Roll-Ups,18.91,9.46,13.5,16.21,214.8
Cheese_ Kraft DeliDeluxe Amer(Pro4Fat7Carb0),19,33.3,2.3,0,384.9
Ham_ Smoked - Hillshire Farms,19,8.33,3.57,0,165.3
Fish_ Monkfish - cooked,19,2,0,0,94
Mathiya,19,0.28,65,0,338.5
Turkey Sausage_ Fully Cooked - Jimmy Dean,19.11,10.29,1.47,0,174.9
Egg Wraps gluten/dairy free - Trader Joes,19.2,6,4.8,1.2,150
Chicken_ dark meat thigh - raw,19.26,4.11,0,0,114
Masa dough (uncooked) see Standard Recipe,19.27,39.9,6.1,10.44,460.6
Bread - Low Carb Pita Bread - Toufayan,19.29,4.38,12.28,0,165.7
Keto Bakery Cheddar Crackers - discontinued,19.3,58.67,8.3,7,638.4
Seeds - Sunflower_ dry roasted w/ salt,19.33,49.8,15.07,9,585.8
Sunflower Seeds - dry roasted,19.33,49.8,12.97,11.1,577.4
Sausage_ All Natural Pork sausage - cooked,19.35,29,0,0,338.4
Shellfish_ Crabmeat_ Alaska king - cooked,19.35,1.54,0,0,91.3
Flatbread - Recipe in Standard Snacks,19.48,27.84,2.77,0,339.6
Sardines_ Wild Brisling EVOO - CrownPrince,19.5,19.5,0,0,253.5
McDonald's cheeseburger no bun,19.57,10.44,1.5,0,178.2
GV canned Salmon,19.58,1.78,3.56,0,108.6
Turkey Sausage_ Jones patties,19.6,8.7,3.3,0,169.9
Buttermilk_ organic valley,19.6,5.4,29.4,0,244.6
Tuna_ Light (water) drained - Chicken of the Sea,19.6,0.9,0,0,86.5
Canadian Bacon_ Natural Choice - Hormel,19.64,3.57,1.79,0,117.9
Egglife Plain wraps,19.64,0,0.7,0,81.4
Fish_ Salmon_ wild caught - raw,19.84,6.34,0,0,136.4
shady Brook Farms Turkey Meatballs (italian),19.9,11.7,7.05,0,213.1
Fish_ Trout_ rainbow_ raw,19.94,6.18,0,0,135.4
Fish_ Haddock - cooked,19.99,0.55,0,0,84.9
Seaweed Snacks Roasted_ Sea Salt - GimmeOrganic,20,40,5,20,460
Seeds - Sunflower_ raw - FullCirOrganic,20,40,13.3,9,493.2
Crackers - Flackers_ Tom&Basil - Dr In the Kitchen,20,36,12,24,452
Flackers Flaxseed Crackers Dill-Dr in Kitchen,20,32,4,28,384
Flackers Flaxseed Crackers Rosemary-Dr in Kchn,20,32,4,28,384
Cheese_ Havarti natural - Sargento,20,30,1.2,0,354.8
Flackers Flaxseed Crackers Savory-Dr in th Kchn,20,28,4,28,348
Real good Pizza pepperoni ( 1/2 pizza=124g),20,12.8,3.2,0,208
Cacao powder - Trader Joes,20,10,20,40,250
Cocoa_ Hershey's (unsweetened),20,10,40,20,330
Beef_ raw ground 90% lean,20,10,0,0,170
Fish_ Anchovy paste_ All Natrl (tube)-Amore,20,10,0,0,170
Turkey Burger_ cooked - Applegate Organics,20,8.23,0,0,154.1
Wild Salmon Pink - Natures Sea,20,5.89,0,0,133
Ham_ Black Forest - Applegate,20,5.45,0.72,0,131.9
Ham_ SlowCooked - Applegate,20,4.55,0.72,0,123.8
Turkey Breast_ Roasted Organic - Applegate,20,0.89,1.82,0,95.3
Kims Magic pop Cinnamon,20,0,80,0,400
Maca powder - Navitas,20,0,60,0,320
IV Amino acid 20% - ProSol,20,0,0,0,80
Buttercream Frosting 2:1 (recipe in Snacks),20.05,43.06,1.05,0,471.9
Keto Bakery Bread Mix - discontinued,20.07,40.79,11.25,17.85,492.4
Fish_ Tilapia - raw,20.08,1.7,0,0,95.6
"Pizza_ Pepperoni Chicken Crust 7"" - Realgood",20.16,12.9,3.23,0,209.7
Ham_ cured_ Center Slice (w/ dextrose),20.17,12.9,0.05,0,197
Nuts_ Pistachio,20.27,45.39,17.21,10.3,558.4
Cheese_ Feta Natural Chunk Mild - Athenos,20.3,21.4,4,0,289.8
Beef liver - raw,20.36,3.63,3.89,0,129.7
Fish_ Salmon Atlantic_ farmed - raw,20.42,13.52,0,0,203.4
Pork_ ground - raw,20.48,8.96,0,0,162.6
Shellfish_ Lobster_ northern - cooked,20.5,0.59,1.28,0,92.4
Fish_Salmon RedSockeyeWld canned-Deming,20.63,11.11,0,0,182.5
Fish_ Sturgeon - cooked,20.7,5.18,0,0,129.4
Beef brisket_ all grades_ whole - RAW,20.72,7.37,0,0,149.2
Seeds - Sunflower - dried,20.78,51.46,11.4,8.6,591.9
Almond Meal/Flour - NOW Foods,20.83,50,4.17,12.5,550
Tempeh_ White Wave,21,7.9,13,0,207.1
Steak-umm,21.04,26.3,0,0,320.9
Fish_ Steelhead trout_ boiled_ canned - Alask Nat,21.11,8.26,0,0,158.8
Peanut Butter_ Simply Jig,21.2,51.52,12.12,9.1,597
Almond Butter. organic 365 - Whole Foods,21.2,50.79,7.78,0,573
Nuts_ Almonds_ dry roasted,21.23,55.17,7.18,10.5,610.2
Nuts_ Marcona Almonds roasted w/ olive oil & salt,21.23,55.17,7.18,10.5,610.2
Chicken breast_ raw (no skin),21.23,2.59,0,0,108.2
Yogurt melts,21.3,0,78.1,0,397.6
S& S Dry Roasted Sunflower Seeds,21.4,53.6,17.6,0,638.4
Nuts_ Almonds_ blanched (no skin),21.4,52.52,8.7,9.9,593.1
Nuts_ Almonds - raw,21.4,51.1,9.2,10.08,582.3
Almond Flour (whole ground blanched almonds),21.4,50,7.16,10.7,564.2
Cheese_ Cheddar_ New England - Trader Joes,21.4,35.7,3.1,0,419.3
Cheese_ Kraft Deli Deluxe Sharp Cheddar,21.4,32.14,3.58,0,389.2
Salame - Gallo,21.4,32.14,3.57,0,389.1
Cheese_ Blue,21.4,28.74,2.34,0,353.6
Flour_ Almond meal Bobs,21.42,49.98,21.42,0,621.2
Pepperoni (6 oz package) Boars Head,21.42,46.42,3.57,0,517.7
Pepperoni - Deli_ Usinger,21.42,42.85,1.05,0,475.5
Cheese_ Cheddar - Redmond,21.42,21.42,1.28,0,283.6
Egglife Wrap everything bagel,21.42,3.57,1.785,1.785,124.9
Tahini_ organic - Eastwind,21.43,64.29,14.29,10.71,721.5
Almond Butter_ Birthday Cake (flavor) - Noosh,21.43,57.14,7.14,7.14,628.5
Cheese_ Cheddar_ Medium - Tillamook,21.43,35.71,3.57,0,421.4
Salami_ uncured hard - Hormel,21.43,35.71,0,0,407.1
Flax Crackers-Curt's Classic-RawFoodCentral,21.43,28.6,3.6,35.7,357.5
Sausage_ All Nat Orig Pork (roll) fried - Jones,21.43,26.8,0,0,326.9
Coconut flour_ organic - Bob's Red Mill,21.43,10.7,28.6,35.7,296.4
Turkey Breast_ Smoked Organic - Applegate,21.43,0.89,0,0,93.7
Seeds - Sunflower_ sprouted - Go Raw,21.44,57.14,14.29,7.14,657.2
Cheese_ Roquefort,21.54,30.64,2,0,369.9
Veal liver,21.6,6.9,2,0,156.5
Fish_ Tuna Albacore White/water - StarKist,21.6,2.02,0,0,104.6
Kraft Cracker Barrel orange cheddar,21.7,34.7,0,0,399.1
Atkins Bake Mix,21.7,0.8,13.3,0,147.2
Turkey gizzard - cooked,21.72,3.87,0.38,0,123.2
Elk_ ground - raw,21.76,8.82,0,0,166.4
Turkey - white & dark meat_ raw - ground,21.77,2.86,0,0,112.8
Venison_ raw - ground,21.78,7.13,0,0,151.3
Peanut Butter - Fifty 50 - Without Added Sugar,21.8,50,12.5,6.25,587.2
NuttZo Original Peanut_ Smooth - NuttZo-Jagrma,21.87,50,12.5,9.375,587.5
Peanut Butter_ Creamy - Skippy discontinued,21.87,50,15.6,0,599.9
Peanut Butter-Crunchy/Creamy_ Sltd - T.Joes,21.87,50,15.625,0,600
Skippy Natural creamy,21.87,50,18.75,0,612.5
Almond Butter_ Raw Creamy Orgnc - Maranatha,21.875,53.13,6.25,0,590.7
Almond Butter_ Creamy - Blue Diamond,21.875,53.12,12.5,12,615.6
Peanut Butter - Rich Roast Chunky - Smart Balance,21.875,50,18.75,0,612.5
Sunflower seed butter No Sugar - Sun Butter,21.88,56.25,6.25,6.25,618.8
Sunflower seed butter Organic - Sun Butter,21.88,56.25,6.25,6.25,618.8
Almond Butter_ Organic Creamy Rstd - Maranatha,21.88,50,9.38,12.5,575
Peanut Butter_ Creamy Natural - Skippy,21.89,50,12.5,6.25,587.6
Turkey breast_ meat & skin - raw,21.89,7.02,0,0,150.7
Beef_ tenderloin - RAW,22.12,6.52,0,0,147.2
Cheese_ Mozzarella_ Whole Milk,22.17,22.35,2.19,0,298.6
Shellfish; shrimp - steamed,22.28,1.7,1.52,0,110.5
Shellfish_ Crabmeat_ dungeness - cooked,22.32,1.25,0.95,0,104.3
Cheese_ Frigo String Cheese - Saputo,22.3542,20.08,3.88154,0,285.7
Boars Head ovengold coldcut turkey ( skinless),22.4,1.7,0,0,104.9
Fish_ Halibut_ Atlantic or Pacific - cooked,22.54,1.6,0,0,104.6
Skippy Carb Option PB,22.58,54.84,16.13,0,648.4
Lamb_ New Zealand_ ground - cooked,22.6,11.34,0,0,192.5
Indian Butter Chicken (Recipe in Std Meals),22.6,9.56,3,0.9,188.4
Fish_ Orange Roughy - cooked,22.64,0.9,0,0,98.7
Tarragon_ dried (spice),22.77,7.24,42.82,7.4,327.5
Boars Head roasted chicken coldcut,22.8,1.78,0,0,107.2
Fish - Atlantic Cod - cooked,22.83,0.86,0,0,99.1
Fish_ Rainbow Trout (wild) - cooked,22.92,5.82,0,0,144.1
Basil_ dried,22.98,4.07,10.05,37.7,168.8
Wellsley Farms wild alaskan pink salmon,23,2,0,0,110
Flaxseed Meal_ Org (white/gold bag) - Bob's Red,23.08,34.62,7.7,23.08,434.7
Almond Flour Superfine - Bob's Red Mill,23.1,46.15,15.385,7.7,569.3
GV Bumble bee solid white tuna,23.14,1.78,0,0,108.6
Fish_ Tuna Solid Wht Albacore/oil - Starkist,23.2,6.25,0,0,149.1
Beef_ Roast Beef_ org - Applegate,23.21,5.36,0,0,141.1
Beef_ Roast Beef_ fully cooked - Trader Joes,23.21,3.57,1.33,0,130.3
Tuna_ solid white albacore (water) Chic of Sea,23.26,1.78,0,0,109.1
Chia seeds_ ground,23.3,32,7.3,35,410.4
Lean Meat (from list),23.3,16.7,0,0,243.5
Keto Granola Cinnamon - Keto To Go,23.32,144.15,11.39,16.41,1436.2
Cheese_ Muenster,23.41,30.04,1.12,0,368.5
Fish_ Tuna Solid Wht Albacr/water3oz canStarKist,23.5,1.17,0,0,104.5
Fish_ Salmon_ coho - cooked,23.54,4.3,0,0,132.9
Turkey - breast_ ground - raw,23.56,1.56,0,0,108.3
Cheese_ Sorrento Shapesters,23.6,31.8,3.2,0,393.4
Seed Blend Orig PowerBlend Omega3 - Powerof3Nutr,23.68,39.47,5.26,18.42,471
Cheese Sticks_ Colby Jack - Sargentino,23.8,33.33,2.38,0,404.7
Cheese Sticks_ Double Cheddar - Sargentino,23.8,33.33,2.38,0,404.7
Cheese Sticks_ Extra Sharp - Sargentino,23.8,33.33,2.38,0,404.7
Cheese_ Colby Natural Deli Style Sli - Sargento,23.8,33.33,4.76,0,414.2
Cheese_ target snack bars,23.8,33.3,0,0,394.9
Cheese Sticks_ Cheddar Mozzarella - Sargentino,23.8,28.57,2.38,0,361.9
Cheese_ Babybel Original Mini,23.8,28.57,1.9,0,359.9
Cheese_ provolone - Applegate Org,23.8,28.57,4.76,0,371.4
Fish_ Trout_ rainbow - cooked,23.8,7.38,0,0,161.6
Shellfish_ Mussels - cooked,23.8,4.48,7.39,0,165.1
Beef_ ground 70% lean - cooked,23.87,15.37,0,0,233.8
Fish_ Perch (ocean) - cooked,23.88,2.09,0,0,114.3
Cheese_ Kraft Longhorn Colby (not low-fat),24,33,2.5,0,403
Nuts_ Walnuts_ black dried,24.06,59.33,2.78,6.8,641.3
Flatfish (Flounder or Sole) cooked,24.16,1.53,0,0,110.4
Beef_ t-bone steak - cooked,24.18,15.93,0,0,240.1
Fish_ Bass (freshwater) - cooked,24.18,4.73,0,0,139.3
Peanut butter_ No Added Sugar - Jif,24.24,51.52,15.15,9.1,621.2
Cheese_ Mozzarella_ Part Skim,24.26,15.92,2.77,0,251.4
Fish_ Rainbow trout (farmed) - cooked,24.27,7.2,0,0,161.9
Tahini_ Athina Greek Tahini - discontinued,24.3,62.16,13.5,0,710.6
Peanuts_ dry roasted,24.35,49.66,12.86,8.4,595.8
"Beef brisket_ point half_ fat trimmed to 1/8""-RAW",24.4,27.17,0,0,342.1
Fish_ Whitefish - cooked,24.47,7.51,0,0,165.5
